CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3317982,No,116.75,965.0,55.0,7.42,155.0,0.0,100.0,43.9,5.7,0.3,68.7,1.3,0.3,221.9,21.3,0.7,125.7,131.3,6.0,0.0,3.3,11,1,1,SFRSAC916,2.0,2.0,38.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,1,1,No,No,0,0,No,0,130,Yes,3-Good,Other,Other,Unknown
3350690,No,24.54,113.0,22.0,0.25,4.0,0.0,43.0,-24.5,0.0,0.7,2.0,0.0,0.0,7.9,1.7,0.0,15.7,10.0,0.7,0.0,0.0,12,2,1,LAXSAN714,1.0,1.0,347.0,38.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Other,Other,Unknown
3223602,Yes,29.94,370.0,40.0,0.5,2.0,0.0,-31.0,-0.5,3.7,0.3,5.7,4.3,0.3,29.6,11.7,0.7,27.3,38.3,4.0,0.0,0.0,11,1,1,HARNEW203,2.0,2.0,338.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,30,No,2-High,Other,Other,Unknown
3373498,Yes,28.47,108.0,34.0,2.23,0.0,0.0,-93.0,-28.5,10.0,2.3,8.7,0.3,0.0,4.2,8.0,0.0,22.0,20.7,12.3,0.0,0.0,10,3,1,HARLON860,1.0,1.0,287.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,1,0,No,No,0,0,No,0,Unknown,Yes,3-Good,Rural,Other,Unknown
3148554,No,32.49,111.0,32.0,0.0,0.0,0.0,12.0,0.0,1.0,0.7,2.7,0.0,0.3,0.0,3.0,0.0,11.7,2.0,1.7,0.0,0.0,23,2,2,ATLATL678,1.0,1.0,687.0,46.0,44.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,4,No,0,Unknown,No,3-Good,Other,Professional,Yes
3159166,No,27.4,33.0,20.0,0.0,19.0,0.0,-18.0,-7.4,0.0,0.3,0.3,0.0,0.0,0.2,0.0,0.3,9.3,3.3,0.3,0.0,0.0,18,2,2,DALDTN940,1.0,1.0,550.0,32.0,30.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,1-Highest,Rural,Other,Unknown
3016830,No,82.5,2158.0,75.0,1.24,40.0,0.0,-136.0,-14.1,12.3,1.0,145.0,11.0,3.7,470.9,124.0,48.3,239.3,401.0,13.3,0.0,12.0,36,1,1,DETDET313,6.0,4.0,132.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,6,No,1,100,No,6-VeryLow,Other,Other,No
3398898,No,123.28,518.0,45.0,6.93,193.0,4.3,0.0,0.0,12.3,1.3,30.3,0.0,0.3,48.9,9.3,0.3,86.3,17.3,13.7,0.0,0.3,31,2,2,LAXCDG310,3.0,3.0,69.0,68.0,64.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,10,No,1-Highest,Other,Other,Yes
3291634,Yes,34.99,58.0,45.0,0.0,0.0,0.0,,,0.7,1.3,2.3,0.3,0.0,6.0,2.7,1.3,7.0,5.3,2.0,0.0,0.3,12,2,2,STLSTL314,2.0,1.0,336.0,22.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,Yes,0,6,No,0,130,No,3-Good,Rural,Professional,Yes
3169478,No,38.34,238.0,45.0,0.0,0.0,0.0,88.0,0.3,7.7,1.3,62.7,0.0,0.3,48.4,12.7,9.3,85.3,58.0,9.0,0.0,0.3,19,1,1,NEVLVS702,2.0,2.0,162.0,,,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,3-Good,Other,Other,Unknown
3029526,Yes,208.25,1272.0,50.0,0.25,632.0,0.0,409.0,87.8,24.0,1.3,59.3,0.3,0.3,194.7,116.0,26.3,339.0,192.0,25.3,0.0,0.3,35,2,1,NYCNEW973,4.0,4.0,134.0,32.0,32.0,Yes,Yes,Yes,No,No,Unknown,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,30,No,1-Highest,Other,Other,Yes
3110442,No,57.63,696.0,50.0,1.49,20.0,0.0,62.0,-5.7,25.3,0.3,115.3,1.0,0.0,138.6,35.0,17.3,188.0,136.7,25.7,0.0,0.7,19,1,1,APCSIL301,3.0,3.0,30.0,30.0,24.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,5,No,0,150,No,6-VeryLow,Other,Other,Unknown
3331602,No,35.98,50.0,45.0,0.99,0.0,0.0,24.0,-1.0,1.7,0.0,8.7,0.7,0.3,5.0,4.3,0.3,11.7,2.3,1.7,0.0,0.0,11,1,1,NYCMAN917,1.0,1.0,309.0,38.0,74.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,1,6,No,0,Unknown,No,2-High,Other,Professional,No
3206174,No,10.0,157.0,10.0,0.0,0.0,0.0,90.0,0.0,5.3,0.0,5.7,0.0,0.0,7.8,18.0,1.0,21.7,57.0,5.3,0.0,0.3,19,2,2,SFROAK510,1.0,1.0,548.0,0.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3032822,No,17.24,8.0,17.0,0.25,0.0,0.0,-8.0,-0.2,1.0,1.0,2.7,0.0,0.0,0.9,0.0,0.0,3.3,0.0,2.0,0.0,0.0,34,1,1,MIAFTM941,1.0,1.0,1027.0,84.0,62.0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,3,No,0,Unknown,No,4-Medium,Other,Other,Yes
3342126,No,34.99,386.0,45.0,0.0,0.0,0.0,102.0,0.0,1.3,5.3,97.0,1.0,0.0,71.5,9.7,6.0,55.7,32.0,6.7,0.0,0.7,12,2,2,DALFTW817,1.0,1.0,360.0,44.0,38.0,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,No,0,0,No,No,3,7,No,0,Unknown,No,2-High,Rural,Other,Yes
3264662,Yes,20.66,453.0,21.0,0.0,0.0,0.0,,,1.3,1.3,4.0,1.3,0.0,26.3,5.3,0.7,22.0,23.3,2.7,0.0,1.3,15,1,1,MIAPOR941,1.0,1.0,454.0,24.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,2,No,0,Unknown,No,4-Medium,Other,Other,Unknown
3025966,Yes,72.59,290.0,30.0,1.73,98.0,1.0,-180.0,-37.8,2.7,2.7,24.3,0.3,0.0,52.8,14.0,0.3,64.7,29.0,5.3,0.0,1.0,31,1,1,HOUHOU281,1.0,1.0,946.0,42.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,No,0,0,No,Yes,0,5,No,0,Unknown,No,1-Highest,Town,Professional,No
3241598,No,22.32,490.0,10.0,1.24,36.0,0.0,149.0,32.6,5.3,2.7,14.3,0.0,0.0,121.6,16.3,1.0,89.7,67.7,8.0,0.0,1.3,13,5,3,PHXPHX602,1.0,1.0,381.0,62.0,70.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,2,No,0,Unknown,No,4-Medium,Other,Other,Yes
3197798,No,55.26,799.0,50.0,0.5,0.0,0.1,-202.0,-1.0,5.0,1.3,30.7,1.0,0.3,303.9,90.0,6.3,144.7,167.3,6.3,0.0,6.7,15,1,1,LAXLAX323,4.0,3.0,172.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,200,No,5-Low,Other,Other,Unknown
3347878,Yes,164.92,600.0,40.0,1.73,160.0,0.0,537.0,-17.8,14.0,9.0,44.3,1.7,0.0,150.9,4.3,7.3,108.0,83.0,23.0,0.0,1.0,8,3,2,LOUETN502,2.0,2.0,80.0,44.0,40.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,30,No,3-Good,Town,Crafts,Yes
3387542,No,46.49,59.0,52.0,0.0,0.0,0.0,73.0,-2.5,1.7,0.0,6.7,0.0,0.0,0.5,6.0,0.7,11.3,13.0,1.7,0.0,0.0,7,1,1,HOUHOU281,1.0,1.0,200.0,28.0,0.0,No,No,Yes,No,No,Unknown,No,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,Unknown,No,4-Medium,Other,Other,Unknown
3169662,No,90.41,1255.0,72.0,2.48,50.0,0.0,-136.0,32.2,18.0,28.3,69.0,15.0,0.7,400.5,79.3,6.7,348.3,166.3,46.3,0.0,1.3,21,2,2,PHIWIL302,5.0,3.0,242.0,40.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,1,1,No,0,30,No,5-Low,Other,Other,No
3007026,No,50.58,1159.0,60.0,0.0,0.0,0.6,-188.0,-0.2,15.3,17.0,53.3,4.0,0.0,462.1,87.0,47.3,163.0,205.0,36.3,0.0,5.7,46,1,1,DALDAL214,6.0,5.0,149.0,52.0,48.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,200,No,1-Highest,Suburban,Other,Yes
3232978,Yes,57.85,616.0,60.0,1.98,0.0,0.0,-415.0,-4.6,28.7,4.0,53.7,0.3,0.0,61.6,9.3,0.0,72.7,52.7,32.7,0.0,1.0,11,1,1,NEVLVS702,3.0,3.0,94.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,130,No,4-Medium,Other,Other,Unknown
3220398,Yes,107.85,100.0,110.0,3.71,0.0,0.0,-100.0,-4.6,3.3,0.0,0.0,0.0,0.0,7.6,5.3,2.0,18.0,6.3,3.3,0.0,0.0,11,2,2,NYCSUF516,2.0,2.0,273.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,3-Good,Other,Other,Unknown
3104674,No,14.11,112.0,10.0,0.0,2.0,0.0,-7.0,-0.3,0.0,4.7,17.3,0.3,0.7,22.0,9.3,4.0,44.7,22.0,4.7,0.0,0.0,22,3,2,MILKEN414,4.0,3.0,408.0,46.0,46.0,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,100,No,1-Highest,Town,Professional,Yes
3271966,Yes,144.69,875.0,95.0,5.2,168.0,0.0,-875.0,-59.7,7.3,7.7,52.7,2.0,0.0,251.9,34.7,16.3,348.0,53.3,15.0,0.0,15.3,11,2,2,NSHCOL615,3.0,2.0,321.0,38.0,32.0,No,No,No,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,60,No,4-Medium,Town,Other,Yes
3199186,No,36.02,302.0,45.0,0.74,0.0,0.3,37.0,0.1,0.0,82.3,16.3,0.0,0.3,67.3,27.3,0.7,57.7,50.0,82.3,0.0,0.0,19,1,1,CHILAG630,1.0,1.0,562.0,50.0,22.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,1,6,No,0,Unknown,No,7-Lowest,Other,Professional,Unknown
3341994,No,53.44,193.0,70.0,0.5,0.0,0.0,-34.0,-1.5,7.7,2.3,26.0,0.0,0.3,38.6,37.0,11.7,66.3,36.3,10.0,0.0,0.3,6,2,2,DETDET313,1.0,1.0,191.0,44.0,46.0,Yes,No,Yes,Yes,No,Unknown,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,6,No,0,Unknown,No,3-Good,Suburban,Crafts,Yes
3160338,No,23.92,65.0,24.0,0.0,15.0,0.0,49.0,-3.9,0.3,0.0,1.0,0.0,0.0,9.5,0.0,0.0,0.3,2.3,0.3,0.0,0.0,16,1,1,PITHOM412,1.0,1.0,485.0,62.0,62.0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,4,No,0,Unknown,No,2-High,Other,Professional,Yes
3369162,No,63.73,184.0,45.0,0.0,0.0,0.0,46.0,-28.7,2.0,0.3,15.7,0.0,0.0,99.4,1.0,0.3,73.0,48.0,2.3,0.0,0.7,6,1,1,BOSBOS617,3.0,3.0,103.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,1,1,No,No,0,0,No,0,130,Yes,7-Lowest,Other,Other,Unknown
3098578,No,38.22,92.0,32.0,2.48,0.0,0.0,0.0,-0.5,4.0,0.3,15.7,2.0,0.0,18.4,8.3,2.7,33.7,8.3,4.3,0.0,0.0,24,2,2,LAXONT909,1.0,1.0,726.0,42.0,0.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,3-Good,Other,Other,Unknown
3020682,No,16.78,9.0,17.0,0.25,1.0,0.0,5.0,0.9,0.0,0.0,0.7,0.0,0.0,0.3,0.7,0.0,3.7,1.0,0.0,0.0,0.0,38,2,2,SFRSCL408,2.0,2.0,1147.0,36.0,0.0,No,No,No,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,10,No,1-Highest,Other,Professional,No
3329126,No,35.34,283.0,45.0,0.25,0.0,0.1,-31.0,0.0,1.0,0.7,10.0,0.7,0.0,159.7,13.0,0.3,48.0,43.7,1.7,0.0,0.7,11,1,1,FLNORL407,1.0,1.0,311.0,44.0,44.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,Unknown,No,2-High,Town,Other,Yes
3143006,No,53.03,245.0,30.0,1.24,57.0,1.9,-174.0,-21.1,2.3,0.3,27.7,0.0,1.3,37.6,8.7,1.0,59.0,12.7,2.7,0.0,0.3,22,1,1,BOSBOS617,1.0,1.0,640.0,38.0,40.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Suburban,Professional,Yes
3082382,No,34.99,180.0,45.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.3,7.0,0.0,0.0,29.1,17.0,2.7,22.7,26.3,0.3,0.0,0.3,26,2,2,NMXLUB806,2.0,2.0,166.0,32.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,2-High,Other,Professional,No
3067130,Yes,55.03,470.0,50.0,0.0,1.0,0.0,-174.0,-3.0,16.7,4.0,51.3,0.0,0.0,66.8,65.3,6.7,136.3,82.3,20.7,0.0,1.7,24,2,1,APCSIL301,3.0,3.0,335.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,1,0,Yes,No,0,0,No,0,150,Yes,1-Highest,Other,Other,Unknown
3395358,No,52.8,639.0,50.0,0.0,20.0,0.0,157.0,18.4,8.3,1.0,89.0,0.3,0.0,108.9,24.3,8.7,168.7,63.0,9.3,0.0,1.0,37,3,2,LAXLAX323,6.0,3.0,502.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,80,No,3-Good,Other,Other,Unknown
3282906,Yes,59.7,620.0,60.0,2.23,13.0,3.5,92.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,1,PHXPHX602,1.0,1.0,315.0,56.0,56.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Suburban,Other,Yes
3010790,No,71.84,109.0,68.0,0.0,16.0,0.0,-30.0,16.4,1.3,0.0,6.0,0.7,0.0,14.9,10.3,4.7,14.7,17.3,1.3,0.0,0.7,43,2,2,NNYROC716,8.0,7.0,319.0,30.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,4,No,0,150,No,3-Good,Suburban,Crafts,No
3178306,No,57.11,777.0,70.0,0.0,2.0,0.2,-143.0,-0.6,4.3,4.7,53.3,0.0,0.0,62.9,24.3,17.0,107.7,51.7,9.0,0.0,0.3,21,2,2,NCRPTR804,3.0,3.0,103.0,58.0,54.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,4,No,0,130,No,2-High,Town,Other,Yes
3346214,No,46.05,573.0,44.0,0.0,16.0,0.0,23.0,-1.9,26.0,11.7,31.0,7.3,0.3,118.9,9.3,11.3,91.0,74.7,37.7,0.0,2.0,8,1,1,FLNJAC904,2.0,2.0,34.0,24.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,1,1,No,0,130,No,5-Low,Suburban,Other,No
3271482,Yes,44.05,320.0,40.0,1.98,34.0,0.0,-120.0,-12.1,3.7,27.3,3.3,0.0,0.0,24.5,3.7,0.0,70.3,32.3,31.0,0.0,0.7,11,1,1,NCRVIR757,2.0,2.0,120.0,38.0,34.0,Yes,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,60,No,3-Good,Suburban,Professional,Yes
3275142,Yes,46.19,232.0,45.0,0.5,53.0,0.0,-78.0,-44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,1,NCRHAR704,1.0,1.0,266.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,7-Lowest,Town,Other,Unknown
3176826,Yes,51.19,313.0,40.0,0.0,30.0,0.0,-33.0,-11.2,4.3,0.3,10.3,0.0,0.7,68.8,29.7,8.3,43.7,61.7,4.7,0.0,1.0,15,1,1,APCFCH703,1.0,1.0,445.0,56.0,60.0,No,No,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,Unknown,No,2-High,Suburban,Other,No
3154410,No,80.84,625.0,85.0,0.25,0.0,1.9,-89.0,1.0,3.7,47.7,33.7,1.3,1.7,186.3,28.3,22.3,259.7,63.3,51.3,0.0,4.7,17,1,1,NCRDUR919,4.0,3.0,343.0,,,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,10,No,5-Low,Other,Other,Unknown
3243398,No,99.61,1147.0,60.0,1.73,101.0,0.0,-414.0,-29.6,19.0,1.3,36.7,2.3,0.0,211.4,80.0,2.7,263.0,156.7,20.3,0.0,8.0,14,1,1,SFRSCL408,3.0,3.0,27.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,100,No,5-Low,Other,Other,Unknown
3286714,No,112.59,1158.0,51.0,2.48,128.0,9.4,465.0,-9.2,9.7,5.0,55.7,20.7,0.0,191.1,20.3,0.0,143.0,64.3,16.3,0.0,0.0,12,1,1,DETFLI810,1.0,1.0,355.0,54.0,54.0,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,Yes,No,0,7,No,0,Unknown,No,5-Low,Suburban,Other,Yes
3016198,Yes,30.27,291.0,30.0,0.0,0.0,0.0,-48.0,-0.3,1.7,0.7,15.7,2.3,0.0,79.4,6.3,0.7,81.0,14.7,2.3,0.0,1.3,34,1,1,PITHOM412,1.0,1.0,1048.0,26.0,22.0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,1,Unknown,No,3-Good,Other,Other,Yes
3312018,No,86.47,460.0,95.0,1.49,0.0,0.0,133.0,-1.5,4.3,0.0,34.0,0.0,0.0,31.0,25.7,1.3,113.0,26.0,4.3,0.0,0.3,9,4,2,LAXSMN310,1.0,1.0,279.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,1-Highest,Suburban,Other,Unknown
3166586,No,127.35,1013.0,60.0,0.0,202.0,0.0,-51.0,9.5,4.7,5.7,37.7,1.3,0.3,228.6,48.3,9.0,192.3,76.7,10.3,0.0,1.0,18,1,1,HOUHOU281,3.0,2.0,53.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,3-Good,Suburban,Other,Unknown
3078250,No,59.87,558.0,50.0,0.0,21.0,0.0,4.0,-0.3,13.3,23.0,69.3,12.0,0.3,82.5,9.0,1.3,109.7,46.0,36.3,0.0,1.7,25,1,1,MIAMIA305,6.0,4.0,18.0,50.0,46.0,No,Yes,Yes,Yes,Yes,Known,No,No,No,No,Yes,Yes,1,1,Yes,No,0,3,No,0,130,Yes,3-Good,Other,Other,Yes
3020986,No,59.97,748.0,60.0,0.0,33.0,0.0,-406.0,-10.0,5.0,0.7,5.0,0.0,0.0,270.1,38.3,5.0,81.7,45.3,5.7,0.0,0.7,36,1,1,NYCMAN917,3.0,3.0,349.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Other,Other,Unknown
3157362,No,11.62,72.0,10.0,0.0,0.0,0.6,-45.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,2,NSHNSH615,2.0,1.0,551.0,,,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,10,No,3-Good,Town,Other,Unknown
3221970,No,35.68,125.0,30.0,0.0,16.0,0.0,120.0,17.1,0.3,0.3,7.7,0.0,0.0,50.6,0.3,0.0,24.3,11.3,0.7,0.0,0.0,15,1,1,FLNCLR813,1.0,1.0,454.0,44.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,3,No,0,Unknown,No,2-High,Other,Other,No
