CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3185734,No,62.84,773.0,70.0,0.25,14.0,0.0,-114.0,7.6,1.0,3.0,37.0,3.7,0.0,95.6,63.3,20.3,131.7,83.3,4.0,0.0,2.0,16,4,2,SANAUS512,1.0,1.0,486.0,36.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,1,9,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3343514,No,104.6,608.0,57.0,0.0,16.0,58.8,-580.0,-67.1,1.0,4.7,48.3,3.0,0.0,107.6,7.0,10.3,58.3,86.7,5.7,0.0,1.7,6,1,1,OKCOKC405,1.0,1.0,189.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,Unknown,No,5-Low,Suburban,Other,Unknown
3027298,No,30.57,29.0,30.0,0.0,0.0,0.0,12.0,0.0,0.3,0.3,0.7,0.0,0.0,3.3,1.3,0.7,7.3,3.3,0.7,0.0,0.0,31,1,1,DALDAL214,1.0,1.0,940.0,56.0,34.0,Yes,No,No,No,No,Known,No,No,No,Yes,Yes,Yes,0,0,No,No,0,5,No,0,Unknown,No,1-Highest,Suburban,Professional,No
3030686,No,42.92,199.0,36.0,0.0,16.0,0.0,-48.0,-2.6,1.3,3.7,25.0,0.0,0.0,16.8,16.0,0.3,58.0,49.7,5.0,0.0,0.0,33,1,1,DALDAL214,2.0,2.0,246.0,42.0,40.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,6,No,0,30,No,5-Low,Suburban,Other,Yes
3330818,No,35.26,359.0,50.0,0.0,0.0,0.0,-64.0,4.7,4.7,11.3,14.7,12.0,0.3,109.9,11.3,8.3,71.0,45.0,16.0,0.0,0.3,7,1,1,MILMIL414,1.0,1.0,202.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Other,Other,Unknown
3138806,No,92.18,1014.0,80.0,0.0,60.0,0.0,627.0,11.6,4.0,5.0,44.3,2.7,0.0,184.9,38.3,46.7,160.3,154.0,9.0,0.0,4.0,18,1,1,DALFTW817,1.0,1.0,546.0,0.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,3,No,0,Unknown,No,4-Medium,Town,Other,Unknown
3379226,No,37.47,226.0,45.0,2.48,0.0,0.0,-16.0,3.5,1.3,2.0,10.0,1.3,0.0,15.5,1.3,0.7,52.7,38.3,3.3,0.0,0.0,9,1,1,MINSTP612,1.0,1.0,259.0,22.0,22.0,No,No,Yes,No,No,Known,No,No,No,Yes,No,Yes,0,0,No,No,0,3,No,0,Unknown,No,4-Medium,Other,Other,No
3223958,No,33.49,142.0,30.0,0.0,0.0,2.3,-142.0,-3.5,1.3,9.0,1.7,0.0,0.0,26.1,11.3,0.0,20.0,50.7,10.3,0.0,0.7,11,1,1,OHICIN513,1.0,1.0,343.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,7-Lowest,Rural,Other,Unknown
3122134,No,33.93,260.0,30.0,0.0,9.0,0.8,76.0,8.7,1.0,3.0,11.7,1.0,0.0,2.1,2.3,0.0,27.7,8.3,4.0,0.0,0.3,23,1,1,OHIDAY937,1.0,1.0,679.0,32.0,30.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Suburban,Professional,Yes
3294906,No,183.9,1774.0,105.0,2.48,293.0,5.2,985.0,169.1,10.3,15.7,94.7,0.0,0.0,518.6,86.7,35.7,299.0,141.7,26.3,0.0,12.0,12,1,1,INDIND317,3.0,2.0,133.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,4-Medium,Suburban,Other,Unknown
3215882,No,53.23,368.0,50.0,0.25,7.0,1.3,167.0,6.4,6.0,11.7,40.3,0.0,0.3,113.1,38.0,1.3,151.3,41.3,17.7,0.0,0.7,14,3,1,SANCRP512,1.0,1.0,419.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Town,Other,Unknown
3381226,No,69.53,332.0,70.0,1.49,0.0,0.0,102.0,3.8,6.0,1.0,78.7,2.0,4.0,57.3,43.7,30.7,87.7,69.0,7.0,0.0,1.3,7,1,1,PHIPHI215,2.0,1.0,149.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,3,No,0,130,No,5-Low,Other,Other,No
3380030,No,46.4,79.0,50.0,0.0,0.0,0.0,26.0,-1.1,1.0,0.0,15.3,5.3,0.0,2.7,3.0,0.0,3.3,39.7,1.0,0.0,0.0,9,1,1,APCFRE540,1.0,1.0,255.0,44.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,Unknown,No,4-Medium,Town,Other,No
3362646,No,63.63,595.0,45.0,0.25,71.0,0.0,-97.0,-0.6,8.0,16.3,49.7,0.0,0.0,69.4,1.7,1.3,106.3,93.7,24.3,0.0,0.0,11,1,1,CHINBK847,2.0,2.0,49.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,130,No,2-High,Other,Other,No
3149262,No,35.74,26.0,32.0,0.0,0.0,0.0,-12.0,0.0,1.7,0.3,0.3,0.0,0.0,2.4,0.0,0.7,9.0,1.3,2.0,0.0,0.0,19,3,2,LAXANA714,1.0,1.0,579.0,58.0,52.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,Unknown,No,2-High,Suburban,Other,Yes
3132430,No,85.98,758.0,56.0,0.25,195.0,0.0,-6.0,20.4,7.7,0.7,45.0,1.3,0.3,133.2,50.7,4.7,244.7,34.3,8.3,0.0,0.3,21,1,1,NNYBUF716,1.0,1.0,624.0,28.0,28.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,1,6,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3196002,No,30.48,100.0,30.0,0.5,0.0,0.0,20.0,1.5,2.7,0.3,5.0,0.0,0.0,45.2,14.3,0.0,55.7,7.7,3.0,0.0,0.7,15,2,1,SFROAK925,1.0,1.0,462.0,34.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Other,Professional,Yes
3384446,Yes,48.6,1156.0,26.0,0.5,68.0,2.3,-606.0,-64.9,9.7,10.7,56.7,11.7,0.3,573.5,80.7,6.7,189.0,398.3,20.3,0.0,17.7,8,1,1,LOULOU502,1.0,1.0,225.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,1,No,0,Unknown,No,5-Low,Suburban,Other,Unknown
3386338,No,35.34,10.0,45.0,0.0,0.0,0.4,-7.0,-0.4,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,7,1,1,SFRPAL650,1.0,1.0,208.0,56.0,54.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,3-Good,Other,Professional,Yes
3118418,Yes,124.54,1363.0,100.0,0.99,94.0,0.0,41.0,1.2,11.3,15.7,78.3,4.7,2.0,314.8,57.0,74.3,304.0,156.0,27.0,0.0,7.7,25,1,1,SANMCA210,4.0,2.0,245.0,46.0,40.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,No,Yes,0,0,Yes,No,0,5,No,0,130,No,2-High,Town,Professional,Yes
3124418,No,31.46,223.0,30.0,0.0,2.0,1.1,-47.0,0.2,5.0,1.7,21.0,1.0,0.0,47.1,11.0,4.3,65.7,11.0,6.7,0.0,0.0,21,1,1,MIAKEY305,2.0,2.0,312.0,36.0,38.0,No,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,No,0,0,No,No,0,6,Yes,0,130,No,2-High,Rural,Clerical,Yes
3083322,No,33.24,54.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.3,0.0,0.0,1.7,0.0,0.0,17.0,9.7,3.0,0.0,0.0,26,1,1,APCSIL301,1.0,1.0,777.0,36.0,30.0,No,No,No,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,1-Highest,Town,Other,Yes
3293102,No,154.3,764.0,45.0,5.2,314.0,1.1,37.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,2,SFROAK510,1.0,1.0,300.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,2-High,Suburban,Other,Unknown
3115402,Yes,10.0,50.0,10.0,0.0,0.0,0.0,-36.0,0.0,1.0,0.0,5.7,0.0,0.0,10.7,13.0,4.0,32.3,3.7,1.0,0.0,0.3,23,2,2,DENBOU303,1.0,1.0,685.0,36.0,24.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,No,0,7,No,0,Unknown,No,2-High,Suburban,Other,Yes
3178038,No,31.56,263.0,27.0,0.0,0.0,0.0,89.0,-17.6,1.3,7.0,11.7,0.0,0.7,63.1,16.0,6.3,42.3,22.7,8.3,0.0,0.3,19,2,2,NCRNWN757,3.0,3.0,45.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,1-Highest,Suburban,Other,Unknown
3084498,No,96.04,2634.0,85.0,1.98,41.0,0.9,-704.0,-17.8,10.0,21.7,182.3,5.3,1.3,511.6,156.0,49.7,364.7,598.3,31.7,0.0,37.0,24,2,1,INDIND317,6.0,5.0,132.0,52.0,48.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,8,No,0,30,No,5-Low,Town,Other,Yes
3368226,No,45.31,580.0,45.0,0.99,2.0,5.5,34.0,-1.2,3.3,10.7,39.0,2.7,0.0,94.4,29.0,4.0,45.0,170.7,14.0,0.0,3.0,6,1,1,OHIELY440,1.0,1.0,196.0,24.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,2,No,0,Unknown,No,2-High,Suburban,Other,No
3367526,No,34.99,450.0,45.0,0.0,0.0,0.0,76.0,0.0,6.0,0.7,19.7,1.7,1.3,122.2,76.3,26.7,58.3,135.3,6.7,0.0,2.7,11,1,1,NYCBRO917,1.0,1.0,305.0,,,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,Unknown,No,4-Medium,Other,Other,Unknown
3048398,No,37.34,213.0,33.0,1.24,10.0,0.3,131.0,-24.8,1.7,0.7,10.7,0.0,0.0,11.1,8.0,2.7,24.3,23.7,4.0,0.0,0.0,31,2,2,APCFCH703,2.0,2.0,30.0,30.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,0,30,No,1-Highest,Other,Other,Yes
3124170,No,33.67,302.0,30.0,0.0,10.0,0.0,76.0,11.0,2.0,0.0,44.7,0.0,0.0,8.4,7.0,0.0,58.7,27.3,2.0,0.0,0.0,25,1,1,NNYBUF716,2.0,2.0,105.0,48.0,40.0,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,150,No,2-High,Suburban,Other,Unknown
3219958,No,29.99,14.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.7,0.0,0.0,18,1,1,ATLATL678,1.0,1.0,519.0,78.0,74.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,4,No,0,Unknown,No,2-High,Rural,Other,Yes
3156878,No,133.57,897.0,60.0,1.73,196.0,0.0,-10.0,3.6,1.0,7.3,45.7,0.0,0.0,230.9,18.0,0.3,261.3,105.0,8.3,0.0,6.0,22,1,1,STLSTL314,4.0,3.0,179.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,100,No,1-Highest,Town,Other,Unknown
3200146,No,28.74,174.0,30.0,0.25,0.0,0.0,20.0,0.7,1.0,0.0,0.0,9.0,0.0,5.8,5.0,1.3,24.3,13.3,1.0,0.0,0.0,17,1,1,NYCNAS516,2.0,2.0,112.0,64.0,60.0,No,Yes,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,1,7,No,0,130,No,2-High,Other,Other,Yes
3383470,Yes,54.57,110.0,60.0,0.0,0.0,0.0,14.0,-24.6,1.3,1.3,24.7,0.0,0.0,37.0,12.7,8.0,27.3,26.0,2.7,0.0,0.0,8,1,1,NYCNEW973,2.0,1.0,30.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,200,No,2-High,Other,Other,Unknown
3390194,Yes,166.88,1722.0,60.0,0.0,271.0,0.6,1113.0,34.7,18.3,14.3,89.7,14.0,5.0,420.1,58.0,52.3,160.3,211.7,32.7,0.0,20.7,7,1,1,FLNOCA352,2.0,2.0,7.0,,,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,150,No,5-Low,Other,Other,Unknown
3204830,No,87.73,340.0,50.0,0.0,0.0,0.0,6.0,-37.7,2.0,5.3,20.3,4.7,0.0,37.9,31.0,3.0,27.3,58.3,7.3,0.0,0.3,17,1,1,HOUHOU281,2.0,2.0,462.0,54.0,52.0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,1,6,No,0,30,No,2-High,Town,Other,Yes
3070678,No,53.98,228.0,30.0,0.0,68.0,0.2,15.0,-0.2,1.7,0.3,7.3,0.0,0.0,41.5,6.3,2.0,71.0,17.7,2.0,0.0,0.0,29,1,1,APCWAS202,3.0,3.0,144.0,58.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,8,No,0,130,No,1-Highest,Other,Other,No
3279642,No,34.91,237.0,40.0,0.5,8.0,0.2,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,1,MIADFD954,1.0,1.0,366.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,5-Low,Other,Other,Unknown
3119594,No,10.9,404.0,10.0,0.0,0.0,0.9,-57.0,-0.9,2.0,3.0,25.0,0.0,0.0,74.6,21.3,4.3,60.7,41.7,5.0,0.0,1.0,21,3,3,SANAUS512,1.0,1.0,635.0,50.0,46.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,No,0,0,Yes,No,0,8,No,0,Unknown,No,1-Highest,Other,Other,Yes
3291798,No,36.65,312.0,40.0,0.0,18.0,0.0,-162.0,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1,DETPON248,1.0,1.0,240.0,32.0,0.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,Unknown,No,2-High,Suburban,Other,No
3293014,No,44.36,595.0,45.0,0.5,18.0,2.4,-49.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,DALFTW817,1.0,1.0,407.0,48.0,46.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,Unknown,No,4-Medium,Suburban,Other,Yes
3252430,No,68.5,160.0,77.0,1.73,0.0,0.0,-126.0,-26.4,8.3,3.0,7.7,0.0,0.3,11.1,11.0,1.0,21.7,20.3,11.3,0.0,0.0,14,3,2,LAXCAN661,1.0,1.0,410.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,3-Good,Suburban,Other,Unknown
3382778,No,66.03,1665.0,50.0,0.5,23.0,2.5,475.0,-12.0,20.0,1.3,74.3,2.3,0.0,215.7,123.0,51.7,151.3,150.0,21.3,0.0,3.7,8,1,1,NYCBRO917,1.0,1.0,241.0,22.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,2,No,0,Unknown,No,3-Good,Other,Other,No
3239034,Yes,30.52,640.0,30.0,0.25,0.0,0.0,-109.0,-0.5,11.3,0.3,27.0,7.3,0.3,38.5,2.0,0.0,44.0,58.3,11.7,0.0,0.0,11,1,1,LAXLAX323,1.0,1.0,322.0,40.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,7,No,0,Unknown,No,2-High,Other,Other,No
3137994,No,100.58,867.0,60.0,2.23,169.0,0.2,-396.0,-52.1,17.0,0.0,26.0,1.7,1.7,314.2,47.3,11.3,206.3,67.3,17.0,0.0,1.3,22,1,1,APCFCH703,2.0,2.0,310.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,6,No,0,10,No,5-Low,Suburban,Other,Unknown
3254094,No,83.52,421.0,50.0,0.0,132.0,0.0,-111.0,-32.3,0.7,13.0,2.3,0.3,0.0,147.4,29.3,4.0,113.7,14.3,13.7,0.0,0.7,12,1,1,CHINBK847,1.0,1.0,362.0,26.0,26.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Professional,Yes
3047986,No,50.28,746.0,60.0,0.0,8.0,0.0,-30.0,-0.3,4.0,4.0,52.3,6.7,0.0,109.6,23.0,10.3,208.3,99.0,8.0,0.0,1.7,29,2,2,OHICLE216,3.0,3.0,141.0,54.0,48.0,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,7,No,0,150,No,1-Highest,Town,Professional,Yes
3005102,No,19.95,10.0,20.0,0.0,0.0,0.0,6.0,0.0,0.3,0.0,4.7,0.0,0.0,0.5,0.7,0.0,3.0,1.3,0.3,0.0,0.0,45,1,1,PHXPHX602,1.0,1.0,1375.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,1-Highest,Suburban,Other,Unknown
3370278,No,38.2,911.0,45.0,0.0,0.0,0.0,-76.0,-3.2,12.0,3.3,10.3,18.0,0.0,122.1,42.0,12.3,75.0,222.7,15.3,0.0,0.0,8,1,1,NYCBRO917,1.0,1.0,236.0,46.0,0.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,3,No,0,Unknown,No,5-Low,Other,Other,Yes
3156526,No,100.56,604.0,50.0,0.0,150.0,0.0,198.0,14.0,5.7,1.0,19.7,9.3,0.0,145.2,48.7,11.7,106.0,52.0,6.7,0.0,0.7,16,1,1,PHIMER609,1.0,1.0,496.0,38.0,36.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,8,No,0,Unknown,No,5-Low,Suburban,Other,Yes
3031718,Yes,77.28,577.0,32.0,1.98,152.0,4.9,-184.0,-39.5,9.0,1.0,48.3,0.0,0.0,130.3,20.3,2.7,127.3,54.0,10.0,0.0,2.7,36,2,2,SFRSCL408,2.0,2.0,179.0,42.0,42.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,9,No,0,30,No,1-Highest,Other,Professional,Yes
3053162,No,148.82,1558.0,120.0,13.37,5.0,0.5,-134.0,-17.0,12.0,0.0,167.3,6.7,0.0,283.1,57.7,27.7,454.0,138.3,12.0,0.0,0.0,32,4,2,PHXPHX602,12.0,8.0,103.0,52.0,36.0,Yes,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,1,1,No,No,0,7,No,0,150,Yes,3-Good,Suburban,Other,No
